: x y z q
#
# 
# FORMULA STUDENT SKIDPAD TRACK COORDINATES
#
# Generated by skidpadCreator.py
#
# Inner Circle Diameter: 15.25m
# Outer Circle Diameter: 21.25m
# Track Width: 3.00m
# Centerline Radius: 9.125m
#
# x y z q
1.1511244	-4.4365452	0	0
0.8857953	-3.9218786	0	0
0.6536426	-3.3914199	0	0
0.4556011	-2.8473052	0	0
0.2924681	-2.2917254	0	0
0.1649006	-1.7269176	0	0
0.0734123	-1.1551561	0	0
0.0183716	-0.5787433	0	0
0.0000000	0.0000000	0	0
-0.0183716	0.5787433	0	0
-0.0734123	1.1551561	0	0
-0.1649006	1.7269176	0	0
-0.2924681	2.2917254	0	0
-0.4556011	2.8473052	0	0
-0.6536426	3.3914199	0	0
-0.8857953	3.9218786	0	0
-1.1511244	4.4365452	0	0
-1.4485615	4.9333475	0	0
-1.7769089	5.4102849	0	0
-2.1348445	5.8654369	0	0
-2.5209269	6.2969710	0	0
-2.9336016	6.7031493	0	0
-3.3712069	7.0823365	0	0
-3.8319807	7.4330056	0	0
-4.3140676	7.7537445	0	0
-4.8155264	8.0432619	0	0
-5.3343380	8.3003920	0	0
-5.8684132	8.5240992	0	0
-6.4156016	8.7134830	0	0
-6.9736997	8.8677806	0	0
-7.5404604	8.9863707	0	0
-8.1136014	9.0687760	0	0
-8.6908150	9.1146645	0	0
-9.2697769	9.1238514	0	0
-9.8481559	9.0962998	0	0
-10.4236229	9.0321207	0	0
-10.9938608	8.9315723	0	0
-11.5565735	8.7950597	0	0
-12.1094952	8.6231325	0	0
-12.6503993	8.4164829	0	0
-13.1771078	8.1759432	0	0
-13.6875000	7.9024818	0	0
-14.1795206	7.5971999	0	0
-14.6511884	7.2613268	0	0
-15.1006042	6.8962149	0	0
-15.5259584	6.5033343	0	0
-15.9255381	6.0842671	0	0
-16.2977345	5.6407007	0	0
-16.6410488	5.1744213	0	0
-16.9540986	4.6873062	0	0
-17.2356235	4.1813170	0	0
-17.4844897	3.6584911	0	0
-17.6996952	3.1209338	0	0
-17.8803734	2.5708096	0	0
-18.0257968	2.0103336	0	0
-18.1353799	1.4417627	0	0
-18.2086813	0.8673864	0	0
-18.2454059	0.2895174	0	0
-18.2454059	-0.2895174	0	0
-18.2086813	-0.8673864	0	0
-18.1353799	-1.4417627	0	0
-18.0257968	-2.0103336	0	0
-17.8803734	-2.5708096	0	0
-17.6996952	-3.1209338	0	0
-17.4844897	-3.6584911	0	0
-17.2356235	-4.1813170	0	0
-16.9540986	-4.6873062	0	0
-16.6410488	-5.1744213	0	0
-16.2977345	-5.6407007	0	0
-15.9255381	-6.0842671	0	0
-15.5259584	-6.5033343	0	0
-15.1006042	-6.8962149	0	0
-14.6511884	-7.2613268	0	0
-14.1795206	-7.5971999	0	0
-13.6875000	-7.9024818	0	0
-13.1771078	-8.1759432	0	0
-12.6503993	-8.4164829	0	0
-12.1094952	-8.6231325	0	0
-11.5565735	-8.7950597	0	0
-10.9938608	-8.9315723	0	0
-10.4236229	-9.0321207	0	0
-9.8481559	-9.0962998	0	0
-9.2697769	-9.1238514	0	0
-8.6908150	-9.1146645	0	0
-8.1136014	-9.0687760	0	0
-7.5404604	-8.9863707	0	0
-6.9736997	-8.8677806	0	0
-6.4156016	-8.7134830	0	0
-5.8684132	-8.5240992	0	0
-5.3343380	-8.3003920	0	0
-4.8155264	-8.0432619	0	0
-4.3140676	-7.7537445	0	0
-3.8319807	-7.4330056	0	0
-3.3712069	-7.0823365	0	0
-2.9336016	-6.7031493	0	0
-2.5209269	-6.2969710	0	0
-2.1348445	-5.8654369	0	0
-1.7769089	-5.4102849	0	0
-1.4485615	-4.9333475	0	0
-1.1511244	-4.4365452	0	0
-0.8857953	-3.9218786	0	0
-0.6536426	-3.3914199	0	0
-0.4556011	-2.8473052	0	0
-0.2924681	-2.2917254	0	0
-0.1649006	-1.7269176	0	0
-0.0734123	-1.1551561	0	0
-0.0183716	-0.5787433	0	0
